Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Begin File	Begin Path	Tonal	Signal strength	Background	AR comment	SNR NIST Quick (dB FS)	SNR order	species	certainty	comment	type	WH ID	WH Comment	NEW analysis
3747	Spectrogram 1	1	22291.685966667	22291.983966667	0.298	97.890	111.5	352.2	287.1	1208533023.041016165015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041016165015.wav					9.78	5423	BH	High		us			
12561	Spectrogram 1	1	210990.410033333	210991.058033333	0.648	144.840	116.0	266.9	152.3	1208533023.050128105015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050128105015.wav					9.78	5424	BH	High	faint				
1374	Spectrogram 1	1	4645.998666667	4646.846666667	0.848	146.851	150.0	336.0	281.2	1208533023.041004045015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041004045015.wav					9.77	5425	BH	High					
5878	Spectrogram 1	1	59427.785300000	59428.716300000	0.931	43.294	160.3	263.4	222.7	1208533023.041101125015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041101125015.wav					9.76	5426	BH	High					
6363	Spectrogram 1	1	72615.765033333	72616.528033333	0.763	33.722	131.7	251.9	169.9	1208533023.041116225015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041116225015.wav					9.76	5427	BH	High					
13605	Spectrogram 1	1	241116.348966666	241117.425966666	1.077	278.918	99.0	238.8	164.1	1208533023.050309005015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050309005015.wav					9.76	5428	BH	High	faint				
13618	Spectrogram 1	1	241728.064033333	241730.878033333	2.814	290.692	106.2	393.8	222.7	1208533023.050309175015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050309175015.wav					9.76	5429	BH	High					yes
14072	Spectrogram 1	1	251722.967300000	251726.540300000	3.573	87.783	99.6	448.1	146.5	1208533023.050315125015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050315125015.wav					9.76	5430	BH	High					yes
7646	Spectrogram 1	1	102092.824033333	102095.747033333	2.923	118.089	110.3	249.5	193.4	1208533023.041206145015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041206145015.wav					9.75	5431	BH	High					yes
5682	Spectrogram 1	1	56105.804300000	56108.857300000	3.053	20.568	110.0	439.9	187.5	1208533023.041031205015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041031205015.wav					9.74	5432	BH	High	us	ssong			y
9921	Spectrogram 1	1	150325.641366666	150326.925366666	1.284	63.936	110.7	221.4	187.5	1208533023.050102145015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050102145015.wav					9.74	5433	BH	High					
11480	Spectrogram 1	1	184426.625333333	184429.569333333	2.944	273.843	136.6	356.4	216.8	1208533023.050111065015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050111065015.wav					9.74	5434	BH	High					yes
9068	Spectrogram 1	1	134156.702000000	134159.646000000	2.944	89.899	116.7	227.6	152.3	1208533023.041223165015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041223165015.wav					9.73	5435	BH	High					yes
10005	Spectrogram 1	1	152629.827666666	152630.485666666	0.658	268.631	227.2	326.2	257.8	1208533023.050103105015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050103105015.wav					9.73	5436	BH	High					
3693	Spectrogram 1	1	21372.406333333	21373.268333333	0.862	78.310	123.3	223.1	175.8	1208533023.041016065015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041016065015.wav					9.72	5437	BH	High					
8166	Spectrogram 1	1	115311.267966667	115311.984966667	0.717	139.932	207.3	299.4	246.1	1208533023.041216125015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041216125015.wav					9.72	5438	BH	High					
9714	Spectrogram 1	1	147451.980666666	147454.979666666	2.999	189.471	198.1	646.6	310.5	1208533023.050101185015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050101185015.wav					9.72	5439	BH	High					
5594	Spectrogram 1	1	55149.939333333	55151.754333333	1.815	264.502	97.3	234.7	134.8	1208533023.041031165015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041031165015.wav					9.71	5441	BH	High					
5881	Spectrogram 1	1	59446.771300000	59447.427300000	0.656	62.280	137.4	274.8	187.5	1208533023.041101125015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041101125015.wav					9.71	5440	BH	High		short			
12013	Spectrogram 1	1	195459.297633333	195460.332633333	1.035	209.317	139.5	232.5	164.1	1208533023.050114165015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050114165015.wav					9.71	5442	BH	High	faint				
8074	Spectrogram 1	1	113298.575666667	113299.567666667	0.992	226.580	109.4	236.1	134.8	1208533023.041215165015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041215165015.wav					9.7	5443	BH	High					
10713	Spectrogram 1	1	171660.044633333	171661.360633333	1.316	103.932	104.9	180.6	128.9	1208533023.050108205015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050108205015.wav					9.7	5444	BH	High					
12528	Spectrogram 1	1	209512.713366666	209515.484366666	2.771	166.598	143.4	338.4	234.4	1208533023.050126165015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050126165015.wav					9.7	5445	BH	High					yes
12492	Spectrogram 1	1	208349.471666667	208350.813666667	1.342	203.127	104.4	261.1	158.2	1208533023.050124065015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050124065015.wav					9.69	5446	BH	High	faint				
1367	Spectrogram 1	1	4609.701666667	4610.253666667	0.552	110.554	300.0	546.0	328.1	1208533023.041004045015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041004045015.wav					9.68	5448	BH	High					
3811	Spectrogram 1	1	22918.382300000	22919.633300000	1.251	124.837	123.3	240.7	128.9	1208533023.041018085015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041018085015.wav					9.68	5449	BH	High					
4363	Spectrogram 1	1	30832.306300000	30832.985300000	0.679	240.643	176.1	275.9	228.5	1208533023.041023085015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041023085015.wav					9.68	5450	BH	High					
12208	Spectrogram 1	1	200707.903333333	200708.464333333	0.561	59.570	145.3	261.6	158.2	1208533023.050116085015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050116085015.wav					9.68	5447	BH	High	faint	ds			
13817	Spectrogram 1	1	243905.574966666	243906.931966666	1.357	68.722	122.3	285.4	187.5	1208533023.050310065015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050310065015.wav					9.68	5451	BH	High	faint				
4389	Spectrogram 1	1	31842.935633333	31843.926633333	0.991	51.438	164.4	334.6	246.1	1208533023.041023185015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041023185015.wav					9.67	5452	BH	High					
7918	Spectrogram 1	1	109752.860700000	109753.607700000	0.747	280.031	138.2	224.6	181.6	1208533023.041210065015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041210065015.wav					9.67	5453	BH	High					
9032	Spectrogram 1	1	133493.919000000	133494.782000000	0.863	26.928	179.9	284.3	228.5	1208533023.041223145015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041223145015.wav					9.67	5454	BH	High					
10031	Spectrogram 1	1	153396.918633333	153397.727633333	0.809	135.954	168.9	238.8	199.2	1208533023.050103205015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050103205015.wav					9.67	5455	BH	High	faint				
5118	Spectrogram 1	1	48678.750366667	48679.703366667	0.953	91.733	137.4	234.7	169.9	1208533023.041029145015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041029145015.wav					9.66	5457	BH	High					
13182	Spectrogram 1	1	230465.866633333	230467.650633333	1.784	125.529	119.4	163.3	134.8	1208533023.050218165015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050218165015.wav					9.66	5456	BH	High		ll200			
4489	Spectrogram 1	1	34959.324700000	34960.232700000	0.908	168.776	217.6	269.1	240.2	1208533023.041025005015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041025005015.wav					9.65	5458	BH	High					
3732	Spectrogram 1	1	22213.121966667	22213.891966667	0.770	19.326	170.3	334.6	234.4	1208533023.041016165015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041016165015.wav					9.64	5459	BH	High					
3620	Spectrogram 1	1	20701.688700000	20702.191700000	0.503	7.472	182.0	322.9	252.0	1208533023.041015205015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041015205015.wav					9.62	5460	BH	High					
3846	Spectrogram 1	1	23932.035700000	23933.446700000	1.411	238.725	93.9	240.7	158.2	1208533023.041019145015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041019145015.wav					9.62	5461	BH	High					
12344	Spectrogram 1	1	204488.898366666	204489.502366667	0.604	241.527	139.2	226.3	175.8	1208533023.050118205015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050118205015.wav					9.62	5462	BH	High	faint				
3829	Spectrogram 1	1	23489.517666667	23490.296666667	0.779	96.107	152.6	287.7	210.9	1208533023.041019045015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041019045015.wav					9.61	5464	BH	High					
11288	Spectrogram 1	1	180767.614966667	180768.456966667	0.842	213.873	192.2	349.5	234.4	1208533023.050110125015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050110125015.wav					9.61	5463	BH	High		ds			
6730	Spectrogram 1	1	80751.944300000	80752.584300000	0.640	71.867	148.9	240.5	187.5	1208533023.041122085015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041122085015.wav					9.6	5465	BH	High		short			
4280	Spectrogram 1	1	28363.267033333	28364.007033333	0.740	171.097	93.9	229.0	152.3	1208533023.041022225015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041022225015.wav					9.59	5466	BH	High	faint				
5805	Spectrogram 1	1	57602.596666667	57606.082666666	3.486	17.732	132.1	295.6	187.5	1208533023.041101035015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041101035015.wav					9.59	5467	BH	High					y
5448	Spectrogram 1	1	53360.474000000	53361.160000000	0.686	274.461	131.7	263.4	216.8	1208533023.041031065015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041031065015.wav					9.58	5468	BH	High					
12742	Spectrogram 1	1	215382.981033333	215383.897033333	0.916	38.873	115.6	196.5	152.3	1208533023.050203065015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050203065015.wav					9.58	5469	BH	High					
12861	Spectrogram 1	1	219709.947666666	219713.173666666	3.226	166.916	144.8	237.5	199.2	1208533023.050207065015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050207065015.wav					9.58	5470	BH	High					yes
12961	Spectrogram 1	1	222417.064333333	222418.444333333	1.380	174.887	127.1	213.8	164.1	1208533023.050209025015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050209025015.wav					9.57	5471	BH	High	faint				
10080	Spectrogram 1	1	154786.917033333	154788.180033333	1.263	26.432	180.6	279.6	205.1	1208533023.050104065015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050104065015.wav					9.56	5472	BH	High	faint				
12232	Spectrogram 1	1	201261.646000000	201264.851000000	3.205	13.510	97.5	252.4	99.6	1208533023.050116135015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050116135015.wav					9.56	5473	BH	High					yes
5893	Spectrogram 1	1	59654.801300000	59655.411300000	0.610	270.310	160.3	274.8	199.2	1208533023.041101125015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041101125015.wav					9.54	5474	BH	High					
6317	Spectrogram 1	1	70286.261966667	70287.375966667	1.114	103.889	109.0	223.7	169.9	1208533023.041114105015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041114105015.wav					9.54	5475	BH	High					
7888	Spectrogram 1	1	109486.827700000	109487.865700000	1.038	13.998	120.9	207.3	175.8	1208533023.041210065015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041210065015.wav					9.54	5476	BH	High	faint				
11034	Spectrogram 1	1	175972.444966667	175973.081966667	0.637	217.399	128.1	215.5	140.6	1208533023.050109165015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050109165015.wav					9.54	5477	BH	High	faint				
3833	Spectrogram 1	1	23794.947700000	23796.031700000	1.084	101.637	146.8	299.4	240.2	1208533023.041019145015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041019145015.wav					9.53	5478	BH	High					
5426	Spectrogram 1	1	53212.252000000	53213.053000000	0.801	126.239	114.5	240.5	199.2	1208533023.041031065015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041031065015.wav					9.53	5479	BH	High					
11033	Spectrogram 1	1	175967.456966667	175968.146966667	0.690	212.411	110.7	233.0	158.2	1208533023.050109165015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050109165015.wav					9.53	5480	BH	High					
6640	Spectrogram 1	1	78307.446366667	78308.316366666	0.870	26.942	108.8	263.4	187.5	1208533023.041119205015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041119205015.wav					9.52	5482	BH	High	faint				
8497	Spectrogram 1	1	121193.427366667	121195.357366667	1.930	23.661	120.9	195.8	152.3	1208533023.041219205015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041219205015.wav					9.52	5481	BH	High		ll200			
3703	Spectrogram 1	1	21522.497333333	21525.358333333	2.861	228.401	211.3	358.1	281.2	1208533023.041016065015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041016065015.wav					9.51	5483	BH	High	long loud 300hz	moan			
6722	Spectrogram 1	1	80641.010300000	80644.474300000	3.464	260.842	98.9	335.2	169.9	1208533023.041121235015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041121235015.wav					9.51	5484	BH	High					y
13390	Spectrogram 1	1	236785.721633333	236787.357633333	1.636	147.061	99.0	250.5	146.5	1208533023.050227005015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050227005015.wav					9.49	5485	BH	High		ll100			
5799	Spectrogram 1	1	57548.119633333	57548.859633333	0.740	263.141	97.3	263.4	216.8	1208533023.041101025015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041101025015.wav					9.47	5486	BH	High		short			
6905	Spectrogram 1	1	86351.976033333	86352.685033333	0.709	273.109	131.7	337.8	246.1	1208533023.041124205015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041124205015.wav					9.47	5487	BH	High					
5442	Spectrogram 1	1	53281.382000000	53282.480000000	1.098	195.369	137.4	269.1	181.6	1208533023.041031065015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041031065015.wav					9.46	5488	BH	High					
7810	Spectrogram 1	1	107543.967966667	107545.111966666	1.144	170.602	172.7	287.9	234.4	1208533023.041209105015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041209105015.wav					9.45	5489	BH	High					
2481	Spectrogram 1	1	13014.247666667	13015.698666667	1.451	117.452	95.8	257.5	199.2	1208533023.041014005015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041014005015.wav					9.43	5491	BH	High					yes
7914	Spectrogram 1	1	109712.248700000	109712.980700000	0.732	239.419	144.0	253.4	175.8	1208533023.041210065015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041210065015.wav					9.43	5492	BH	High					
12787	Spectrogram 1	1	216512.767333333	216514.712333333	1.945	268.906	109.8	196.5	134.8	1208533023.050204025015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050204025015.wav					9.43	5490	BH	High	faint	ll100			
8689	Spectrogram 1	1	124350.278300000	124350.599300000	0.321	181.170	126.7	276.4	134.8	1208533023.041220165015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041220165015.wav					9.42	5493	BH	High	faint				
11488	Spectrogram 1	1	184644.755033333	184645.640033333	0.885	192.089	157.3	279.6	175.8	1208533023.050111085015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050111085015.wav					9.41	5494	BH	High		ds			
11833	Spectrogram 1	1	190998.782700000	191000.185700000	1.403	247.796	134.0	209.7	146.5	1208533023.050113205015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050113205015.wav					9.41	5495	BH	High	faint				
5561	Spectrogram 1	1	54846.977300000	54850.008300000	3.031	261.463	122.2	452.1	193.4	1208533023.041031155015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041031155015.wav					9.4	5496	BH	High	us	ssong			y
11698	Spectrogram 1	1	188267.937666667	188268.951666667	1.014	216.245	122.3	221.3	146.5	1208533023.050112045015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050112045015.wav					9.4	5497	BH	High	faint				
13252	Spectrogram 1	1	232859.106633333	232862.007633333	2.901	119.367	117.8	291.3	146.5	1208533023.050220115015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050220115015.wav					9.4	5498	BH	High					yes
2869	Spectrogram 1	1	15178.081000000	15180.874000000	2.793	182.065	173.7	371.3	328.1	1208533023.041014085015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041014085015.wav					9.39	5499	BH	High					yes
